"","region","stream_name_pse","sppSum"
"Vancouver Island & Mainland Inlets-BRITTAIN RIVER",Vancouver Island & Mainland Inlets,BRITTAIN RIVER,3448.09036251105
"Vancouver Island & Mainland Inlets-BRODICK CREEK",Vancouver Island & Mainland Inlets,BRODICK CREEK,2462.489429618
"Vancouver Island & Mainland Inlets-BROOKLYN CREEK",Vancouver Island & Mainland Inlets,BROOKLYN CREEK,40.1538461538462
"Vancouver Island & Mainland Inlets-BROTHERS CREEK",Vancouver Island & Mainland Inlets,BROTHERS CREEK,200.794642857143
"Vancouver Island & Mainland Inlets-BUCK CREEK",Vancouver Island & Mainland Inlets,BUCK CREEK,1079.75
"Vancouver Island & Mainland Inlets-BUGHOUSE CREEK",Vancouver Island & Mainland Inlets,BUGHOUSE CREEK,1073.16666666667
"Vancouver Island & Mainland Inlets-BULSON CREEK",Vancouver Island & Mainland Inlets,BULSON CREEK,204
"Vancouver Island & Mainland Inlets-BURMAN RIVER",Vancouver Island & Mainland Inlets,BURMAN RIVER,27405.3758738912
"Vancouver Island & Mainland Inlets-BURNET CREEK",Vancouver Island & Mainland Inlets,BURNET CREEK,129.37962962963
"Vancouver Island & Mainland Inlets-BUSH CREEK",Vancouver Island & Mainland Inlets,BUSH CREEK,2435.89615384615
"Vancouver Island & Mainland Inlets-c(""CAYEGHLE CREEK"", ""CAYEGHLE SYSTEM"")",Vancouver Island & Mainland Inlets,c("CAYEGHLE CREEK", "CAYEGHLE SYSTEM"),6047.5130393858
"Vancouver Island & Mainland Inlets-c(""MAMQUAM RIVER SPAWNING  CHANNEL"", ""TIAMPO SPAWNING CHANNEL"")",Vancouver Island & Mainland Inlets,c("MAMQUAM RIVER SPAWNING  CHANNEL", "TIAMPO SPAWNING CHANNEL"),2873
"Vancouver Island & Mainland Inlets-c(""SOMASS RIVER"", ""SOMASS-SPROAT-GC SYSTEM"")",Vancouver Island & Mainland Inlets,c("SOMASS RIVER", "SOMASS-SPROAT-GC SYSTEM"),64228.9658008658
"Vancouver Island & Mainland Inlets-CACHALOT CREEK",Vancouver Island & Mainland Inlets,CACHALOT CREEK,946.75
"Vancouver Island & Mainland Inlets-CALL CREEK",Vancouver Island & Mainland Inlets,CALL CREEK,1261.60173160173
"Vancouver Island & Mainland Inlets-CAMELEON HARBOUR CREEK",Vancouver Island & Mainland Inlets,CAMELEON HARBOUR CREEK,3879.33001207729
"Vancouver Island & Mainland Inlets-CAMPBELL RIVER",Vancouver Island & Mainland Inlets,CAMPBELL RIVER,16347.7102818457
"Vancouver Island & Mainland Inlets-CAMPUS CREEK",Vancouver Island & Mainland Inlets,CAMPUS CREEK,1490.25
"Vancouver Island & Mainland Inlets-CANOE CREEK",Vancouver Island & Mainland Inlets,CANOE CREEK,488.125
"Vancouver Island & Mainland Inlets-CANOE PASS CREEK",Vancouver Island & Mainland Inlets,CANOE PASS CREEK,254.484126984127
"Vancouver Island & Mainland Inlets-CANTON CREEK",Vancouver Island & Mainland Inlets,CANTON CREEK,6107.62458757081
"Vancouver Island & Mainland Inlets-CAPILANO RIVER",Vancouver Island & Mainland Inlets,CAPILANO RIVER,14558.780923345
"Vancouver Island & Mainland Inlets-CARLSON CREEK",Vancouver Island & Mainland Inlets,CARLSON CREEK,571.5625
"Vancouver Island & Mainland Inlets-CARNATION CREEK",Vancouver Island & Mainland Inlets,CARNATION CREEK,1107.87985039738
"Vancouver Island & Mainland Inlets-CARRIDEN CREEK",Vancouver Island & Mainland Inlets,CARRIDEN CREEK,1677.28823529412
"Vancouver Island & Mainland Inlets-CATARACT CREEK",Vancouver Island & Mainland Inlets,CATARACT CREEK,411.657142857143
"Vancouver Island & Mainland Inlets-CAYCUSE RIVER",Vancouver Island & Mainland Inlets,CAYCUSE RIVER,2028.19555555556
"Vancouver Island & Mainland Inlets-CAYUSE CREEK",Vancouver Island & Mainland Inlets,CAYUSE CREEK,393.723214285714
"Vancouver Island & Mainland Inlets-CECILIA CREEK",Vancouver Island & Mainland Inlets,CECILIA CREEK,926.157692307692
"Vancouver Island & Mainland Inlets-CHAMISS CREEK",Vancouver Island & Mainland Inlets,CHAMISS CREEK,5600.66296296296
"Vancouver Island & Mainland Inlets-CHAPMAN CREEK",Vancouver Island & Mainland Inlets,CHAPMAN CREEK,1665.04005167959
"Vancouver Island & Mainland Inlets-CHARLES CREEK",Vancouver Island & Mainland Inlets,CHARLES CREEK,435.582417582418
"Vancouver Island & Mainland Inlets-CHARTERS RIVER",Vancouver Island & Mainland Inlets,CHARTERS RIVER,1090.5
"Vancouver Island & Mainland Inlets-CHASE RIVER",Vancouver Island & Mainland Inlets,CHASE RIVER,808.791288566243
"Vancouver Island & Mainland Inlets-CHASTER CREEK",Vancouver Island & Mainland Inlets,CHASTER CREEK,144.21138996139
"Vancouver Island & Mainland Inlets-CHEAKAMUS RIVER",Vancouver Island & Mainland Inlets,CHEAKAMUS RIVER,101378.225579192
"Vancouver Island & Mainland Inlets-CHEEWHAT RIVER",Vancouver Island & Mainland Inlets,CHEEWHAT RIVER,1705.6772655008
"Vancouver Island & Mainland Inlets-CHEF CREEK",Vancouver Island & Mainland Inlets,CHEF CREEK,655.354166666667
"Vancouver Island & Mainland Inlets-CHEMAINUS RIVER",Vancouver Island & Mainland Inlets,CHEMAINUS RIVER,16463.8472222222
"Vancouver Island & Mainland Inlets-CHIEF NOWLEY CREEK",Vancouver Island & Mainland Inlets,CHIEF NOWLEY CREEK,822.277472527473
"Vancouver Island & Mainland Inlets-CHINA CREEK",Vancouver Island & Mainland Inlets,CHINA CREEK,234.644540942928
"Vancouver Island & Mainland Inlets-CHONAT LAKE CREEK",Vancouver Island & Mainland Inlets,CHONAT LAKE CREEK,78.2173913043478
"Vancouver Island & Mainland Inlets-CHUK-CHUK CREEK",Vancouver Island & Mainland Inlets,CHUK-CHUK CREEK,52.0833333333333
"Vancouver Island & Mainland Inlets-CHUM CREEK",Vancouver Island & Mainland Inlets,CHUM CREEK,4449.14523809524
"Vancouver Island & Mainland Inlets-CLANNINICK CREEK",Vancouver Island & Mainland Inlets,CLANNINICK CREEK,5724.11371237458
"Vancouver Island & Mainland Inlets-CLAYOQUOT RIVER-LOWER",Vancouver Island & Mainland Inlets,CLAYOQUOT RIVER-LOWER,842.230769230769
"Vancouver Island & Mainland Inlets-CLAYOQUOT RIVER-UPPER",Vancouver Island & Mainland Inlets,CLAYOQUOT RIVER-UPPER,4424.17329545455
"Vancouver Island & Mainland Inlets-CLEAGH CREEK",Vancouver Island & Mainland Inlets,CLEAGH CREEK,157.307692307692
"Vancouver Island & Mainland Inlets-CLEAR CREEK",Vancouver Island & Mainland Inlets,CLEAR CREEK,2575.296875
"Vancouver Island & Mainland Inlets-CLEMENS CREEK",Vancouver Island & Mainland Inlets,CLEMENS CREEK,1868.47076023392
"Vancouver Island & Mainland Inlets-CLESKLAGH CREEK",Vancouver Island & Mainland Inlets,CLESKLAGH CREEK,520.147058823529
"Vancouver Island & Mainland Inlets-CLUXEWE RIVER",Vancouver Island & Mainland Inlets,CLUXEWE RIVER,15663.0477855478
"Vancouver Island & Mainland Inlets-COETKWAUS CREEK",Vancouver Island & Mainland Inlets,COETKWAUS CREEK,211.612648221344
"Vancouver Island & Mainland Inlets-COEUR D\ALENE CREEK",Vancouver Island & Mainland Inlets,COEUR D\ALENE CREEK,417.293469708891
"Vancouver Island & Mainland Inlets-COLD CREEK",Vancouver Island & Mainland Inlets,COLD CREEK,1681.20144927536
"Vancouver Island & Mainland Inlets-COLEMAN CREEK",Vancouver Island & Mainland Inlets,COLEMAN CREEK,187.272727272727
"Vancouver Island & Mainland Inlets-COLONIAL CREEK",Vancouver Island & Mainland Inlets,COLONIAL CREEK,3019.80636363636
"Vancouver Island & Mainland Inlets-COLONY CREEK",Vancouver Island & Mainland Inlets,COLONY CREEK,775.795454545455
"Vancouver Island & Mainland Inlets-COLQUITZ RIVER",Vancouver Island & Mainland Inlets,COLQUITZ RIVER,126.792452830189
"Vancouver Island & Mainland Inlets-CONE CREEKS",Vancouver Island & Mainland Inlets,CONE CREEKS,959.512820512821
"Vancouver Island & Mainland Inlets-CONSINKA CREEK",Vancouver Island & Mainland Inlets,CONSINKA CREEK,466.357963875205
"Vancouver Island & Mainland Inlets-CONUMA RIVER",Vancouver Island & Mainland Inlets,CONUMA RIVER,29893.9846242845
"Vancouver Island & Mainland Inlets-COOK CREEK",Vancouver Island & Mainland Inlets,COOK CREEK,3026.32597402597
"Vancouver Island & Mainland Inlets-COUS CREEK",Vancouver Island & Mainland Inlets,COUS CREEK,2361.10049019608
"Vancouver Island & Mainland Inlets-COWICHAN RIVER",Vancouver Island & Mainland Inlets,COWICHAN RIVER,131136.668296235
"Vancouver Island & Mainland Inlets-COWIE CREEK",Vancouver Island & Mainland Inlets,COWIE CREEK,1250.51428571429
"Vancouver Island & Mainland Inlets-CRAIG CREEK",Vancouver Island & Mainland Inlets,CRAIG CREEK,118.9
"Vancouver Island & Mainland Inlets-CRAIGFLOWER CREEK",Vancouver Island & Mainland Inlets,CRAIGFLOWER CREEK,343.249253731343
"Vancouver Island & Mainland Inlets-CRANBY CREEK",Vancouver Island & Mainland Inlets,CRANBY CREEK,47.5
"Vancouver Island & Mainland Inlets-CUMSACK CREEK",Vancouver Island & Mainland Inlets,CUMSACK CREEK,2072.06045751634
"Vancouver Island & Mainland Inlets-CYPRE RIVER",Vancouver Island & Mainland Inlets,CYPRE RIVER,4482.8667561993
"Vancouver Island & Mainland Inlets-DAKOTA CREEK",Vancouver Island & Mainland Inlets,DAKOTA CREEK,51.3
"Vancouver Island & Mainland Inlets-DE MAMIEL CREEK",Vancouver Island & Mainland Inlets,DE MAMIEL CREEK,11781.4392076831
"Vancouver Island & Mainland Inlets-DEIGHTON CREEK",Vancouver Island & Mainland Inlets,DEIGHTON CREEK,469.571428571429
"Vancouver Island & Mainland Inlets-DENAD CREEK",Vancouver Island & Mainland Inlets,DENAD CREEK,1981.10604453871
"Vancouver Island & Mainland Inlets-DEPARTURE CREEK",Vancouver Island & Mainland Inlets,DEPARTURE CREEK,34.572192513369
"Vancouver Island & Mainland Inlets-DESERTED CREEK",Vancouver Island & Mainland Inlets,DESERTED CREEK,8195.55378089954
"Vancouver Island & Mainland Inlets-DESERTED RIVER",Vancouver Island & Mainland Inlets,DESERTED RIVER,41425.0695652174
"Vancouver Island & Mainland Inlets-DOOBAH CREEK",Vancouver Island & Mainland Inlets,DOOBAH CREEK,1379.04278074866
"Vancouver Island & Mainland Inlets-DORISTON CREEK",Vancouver Island & Mainland Inlets,DORISTON CREEK,214.127906976744
"Vancouver Island & Mainland Inlets-DREW CREEK",Vancouver Island & Mainland Inlets,DREW CREEK,126.266666666667
"Vancouver Island & Mainland Inlets-DRIFTWOOD CREEK",Vancouver Island & Mainland Inlets,DRIFTWOOD CREEK,3827.05595238095
"Vancouver Island & Mainland Inlets-DRYDEN CREEK",Vancouver Island & Mainland Inlets,DRYDEN CREEK,590.954545454545
"Vancouver Island & Mainland Inlets-DUTCH HARBOUR CREEK-EAST",Vancouver Island & Mainland Inlets,DUTCH HARBOUR CREEK-EAST,1519.07619047619
"Vancouver Island & Mainland Inlets-DUTCH HARBOUR CREEK-WEST",Vancouver Island & Mainland Inlets,DUTCH HARBOUR CREEK-WEST,546.349276974416
"Vancouver Island & Mainland Inlets-EAST CREEK",Vancouver Island & Mainland Inlets,EAST CREEK,4201.55574712644
"Vancouver Island & Mainland Inlets-EASY CREEK",Vancouver Island & Mainland Inlets,EASY CREEK,3332.33216374269
"Vancouver Island & Mainland Inlets-EFFINGHAM RIVER",Vancouver Island & Mainland Inlets,EFFINGHAM RIVER,7078.69798247729
"Vancouver Island & Mainland Inlets-EHATISAHT CREEK",Vancouver Island & Mainland Inlets,EHATISAHT CREEK,250.470588235294
"Vancouver Island & Mainland Inlets-ELAINE CREEK",Vancouver Island & Mainland Inlets,ELAINE CREEK,598.766891891892
"Vancouver Island & Mainland Inlets-ELIZA CREEK",Vancouver Island & Mainland Inlets,ELIZA CREEK,3485.49498207885
"Vancouver Island & Mainland Inlets-EMBLEY CREEK",Vancouver Island & Mainland Inlets,EMBLEY CREEK,36721.4570494865
"Vancouver Island & Mainland Inlets-ENGLISHMAN RIVER",Vancouver Island & Mainland Inlets,ENGLISHMAN RIVER,11422.9500116367
"Vancouver Island & Mainland Inlets-ESPINOSA CREEK",Vancouver Island & Mainland Inlets,ESPINOSA CREEK,4009.33364426338
"Vancouver Island & Mainland Inlets-EVA CREEK",Vancouver Island & Mainland Inlets,EVA CREEK,1009.53076923077
"Vancouver Island & Mainland Inlets-FALLS CREEK",Vancouver Island & Mainland Inlets,FALLS CREEK,57.5384615384615
"Vancouver Island & Mainland Inlets-FANNY BAY CREEK",Vancouver Island & Mainland Inlets,FANNY BAY CREEK,1183.85338345865
"Vancouver Island & Mainland Inlets-FISHERMAN RIVER",Vancouver Island & Mainland Inlets,FISHERMAN RIVER,3927.59803921569
"Vancouver Island & Mainland Inlets-FORBES BAY CREEK",Vancouver Island & Mainland Inlets,FORBES BAY CREEK,246.681818181818
"Vancouver Island & Mainland Inlets-FORBES CREEK",Vancouver Island & Mainland Inlets,FORBES CREEK,1023.025
"Vancouver Island & Mainland Inlets-FRANKLIN RIVER",Vancouver Island & Mainland Inlets,FRANKLIN RIVER,3072.95733567748
"Vancouver Island & Mainland Inlets-FRAZER CREEK",Vancouver Island & Mainland Inlets,FRAZER CREEK,1712.25918079096
"Vancouver Island & Mainland Inlets-FREDERICK ARM CREEK",Vancouver Island & Mainland Inlets,FREDERICK ARM CREEK,459.469696969697
"Vancouver Island & Mainland Inlets-FREDERICK CREEK",Vancouver Island & Mainland Inlets,FREDERICK CREEK,1812.14705882353
"Vancouver Island & Mainland Inlets-FRENCH CREEK",Vancouver Island & Mainland Inlets,FRENCH CREEK,1891.26906552095
"Vancouver Island & Mainland Inlets-FULFORD CREEK",Vancouver Island & Mainland Inlets,FULFORD CREEK,133.333333333333
"Vancouver Island & Mainland Inlets-FULMORE RIVER",Vancouver Island & Mainland Inlets,FULMORE RIVER,6225.87120627121
"Vancouver Island & Mainland Inlets-FUNDY CREEK",Vancouver Island & Mainland Inlets,FUNDY CREEK,174.75
"Vancouver Island & Mainland Inlets-GALATO CREEK",Vancouver Island & Mainland Inlets,GALATO CREEK,426.885290148448
"Vancouver Island & Mainland Inlets-GILFORD CREEK",Vancouver Island & Mainland Inlets,GILFORD CREEK,952.802155084226
"Vancouver Island & Mainland Inlets-GLENDALE CREEK",Vancouver Island & Mainland Inlets,GLENDALE CREEK,202547.26388664
"Vancouver Island & Mainland Inlets-GLERUP CREEK",Vancouver Island & Mainland Inlets,GLERUP CREEK,189.8
"Vancouver Island & Mainland Inlets-GOLD RIVER",Vancouver Island & Mainland Inlets,GOLD RIVER,10649.653604657
"Vancouver Island & Mainland Inlets-GOLDSTREAM RIVER",Vancouver Island & Mainland Inlets,GOLDSTREAM RIVER,20422.385770751
"Vancouver Island & Mainland Inlets-GOODSPEED RIVER",Vancouver Island & Mainland Inlets,GOODSPEED RIVER,2597.79710144928
"Vancouver Island & Mainland Inlets-GORDON RIVER",Vancouver Island & Mainland Inlets,GORDON RIVER,2932.50721281442
"Vancouver Island & Mainland Inlets-GRANITE BAY CREEK",Vancouver Island & Mainland Inlets,GRANITE BAY CREEK,4991.81295149639
"Vancouver Island & Mainland Inlets-GRASSY CREEK",Vancouver Island & Mainland Inlets,GRASSY CREEK,22986.7326846528
"Vancouver Island & Mainland Inlets-GRAY CREEK",Vancouver Island & Mainland Inlets,GRAY CREEK,3129.87136619271
"Vancouver Island & Mainland Inlets-HALFMOON CREEK",Vancouver Island & Mainland Inlets,HALFMOON CREEK,113.119047619048
"Vancouver Island & Mainland Inlets-HAMMOND CREEK",Vancouver Island & Mainland Inlets,HAMMOND CREEK,1136.94727272727
"Vancouver Island & Mainland Inlets-HANSON\S CREEK",Vancouver Island & Mainland Inlets,HANSON\S CREEK,300.3
"Vancouver Island & Mainland Inlets-HARRIS CREEK",Vancouver Island & Mainland Inlets,HARRIS CREEK,1845.07407407407
"Vancouver Island & Mainland Inlets-HART CREEK",Vancouver Island & Mainland Inlets,HART CREEK,159.545454545455
"Vancouver Island & Mainland Inlets-HASKINS CREEK",Vancouver Island & Mainland Inlets,HASKINS CREEK,111.272727272727
"Vancouver Island & Mainland Inlets-HASLAM CREEK",Vancouver Island & Mainland Inlets,HASLAM CREEK,3968.30808080808
"Vancouver Island & Mainland Inlets-HASTINGS CREEK",Vancouver Island & Mainland Inlets,HASTINGS CREEK,49.5294117647059
"Vancouver Island & Mainland Inlets-HATHAWAY CREEK",Vancouver Island & Mainland Inlets,HATHAWAY CREEK,1631.55454545455
"Vancouver Island & Mainland Inlets-HAUSKIN CREEK",Vancouver Island & Mainland Inlets,HAUSKIN CREEK,610.223529411765
"Vancouver Island & Mainland Inlets-HAWISNAKWI CREEK",Vancouver Island & Mainland Inlets,HAWISNAKWI CREEK,90.4210526315789
"Vancouver Island & Mainland Inlets-HEAD CREEK",Vancouver Island & Mainland Inlets,HEAD CREEK,963.684210526316
"Vancouver Island & Mainland Inlets-HEALTH LAGOON CREEK",Vancouver Island & Mainland Inlets,HEALTH LAGOON CREEK,597.727272727273
"Vancouver Island & Mainland Inlets-HEBER RIVER",Vancouver Island & Mainland Inlets,HEBER RIVER,240.020833333333
"Vancouver Island & Mainland Inlets-HEMMING BAY CREEK",Vancouver Island & Mainland Inlets,HEMMING BAY CREEK,677.283851976451
"Vancouver Island & Mainland Inlets-HESQUIAT HARBOUR CREEK #2",Vancouver Island & Mainland Inlets,HESQUIAT HARBOUR CREEK #2,292.638157894737
"Vancouver Island & Mainland Inlets-HESQUIAT LAKE CREEK",Vancouver Island & Mainland Inlets,HESQUIAT LAKE CREEK,2671.87364130435
"Vancouver Island & Mainland Inlets-HEYDON CREEK",Vancouver Island & Mainland Inlets,HEYDON CREEK,20442.7155900597
"Vancouver Island & Mainland Inlets-HILLIER CREEK",Vancouver Island & Mainland Inlets,HILLIER CREEK,709.078947368421
"Vancouver Island & Mainland Inlets-HOBITON CREEK",Vancouver Island & Mainland Inlets,HOBITON CREEK,11326.8069230769
"Vancouver Island & Mainland Inlets-HOEYA SOUND CREEK",Vancouver Island & Mainland Inlets,HOEYA SOUND CREEK,3330.49632352941
"Vancouver Island & Mainland Inlets-HOISS CREEK",Vancouver Island & Mainland Inlets,HOISS CREEK,1355.25219298246
"Vancouver Island & Mainland Inlets-HOLFORD CREEK",Vancouver Island & Mainland Inlets,HOLFORD CREEK,905.507575757576
"Vancouver Island & Mainland Inlets-HOLLAND CREEK",Vancouver Island & Mainland Inlets,HOLLAND CREEK,3472.63047138047
"Vancouver Island & Mainland Inlets-HOMATHKO RIVER",Vancouver Island & Mainland Inlets,HOMATHKO RIVER,19733.4615839088
"Vancouver Island & Mainland Inlets-HOOTLA KOOTLA CREEK",Vancouver Island & Mainland Inlets,HOOTLA KOOTLA CREEK,718.519230769231
"Vancouver Island & Mainland Inlets-HOP RANCH CREEK",Vancouver Island & Mainland Inlets,HOP RANCH CREEK,48.2142857142857
"Vancouver Island & Mainland Inlets-HOT SPRINGS COVE CREEK",Vancouver Island & Mainland Inlets,HOT SPRINGS COVE CREEK,913.825
"Vancouver Island & Mainland Inlets-HOUSTON RIVER",Vancouver Island & Mainland Inlets,HOUSTON RIVER,198.684210526316
"Vancouver Island & Mainland Inlets-HUNAECHIN CREEK",Vancouver Island & Mainland Inlets,HUNAECHIN CREEK,869.095238095238
"Vancouver Island & Mainland Inlets-HUSHAMU CREEK",Vancouver Island & Mainland Inlets,HUSHAMU CREEK,50.0833333333333
"Vancouver Island & Mainland Inlets-HUTCHINSON CREEK",Vancouver Island & Mainland Inlets,HUTCHINSON CREEK,625.192307692308
"Vancouver Island & Mainland Inlets-HYDE CREEK",Vancouver Island & Mainland Inlets,HYDE CREEK,763.69696969697
"Vancouver Island & Mainland Inlets-ICE RIVER",Vancouver Island & Mainland Inlets,ICE RIVER,1189.50942307692
"Vancouver Island & Mainland Inlets-INDIAN RIVER",Vancouver Island & Mainland Inlets,INDIAN RIVER,71827.3271221532
"Vancouver Island & Mainland Inlets-ITATSOO CREEK",Vancouver Island & Mainland Inlets,ITATSOO CREEK,214.161290322581
"Vancouver Island & Mainland Inlets-JACKLAH RIVER",Vancouver Island & Mainland Inlets,JACKLAH RIVER,395.219001610306
"Vancouver Island & Mainland Inlets-JANSEN LAKE CREEK",Vancouver Island & Mainland Inlets,JANSEN LAKE CREEK,2596.88247863248
"Vancouver Island & Mainland Inlets-JAP CREEK",Vancouver Island & Mainland Inlets,JAP CREEK,2058.85714285714
"Vancouver Island & Mainland Inlets-JEFFERD CREEK",Vancouver Island & Mainland Inlets,JEFFERD CREEK,931.266310160428
"Vancouver Island & Mainland Inlets-JENNIS BAY CREEK",Vancouver Island & Mainland Inlets,JENNIS BAY CREEK,1019.84615384615
"Vancouver Island & Mainland Inlets-JIM\S CREEK",Vancouver Island & Mainland Inlets,JIM\S CREEK,3259.76923076923
"Vancouver Island & Mainland Inlets-JOHNNY CREEK",Vancouver Island & Mainland Inlets,JOHNNY CREEK,1412.6875
"Vancouver Island & Mainland Inlets-JORDAN RIVER",Vancouver Island & Mainland Inlets,JORDAN RIVER,37.1333333333333
"Vancouver Island & Mainland Inlets-JULIAN CREEK",Vancouver Island & Mainland Inlets,JULIAN CREEK,205.875
"Vancouver Island & Mainland Inlets-KAKWEIKEN RIVER",Vancouver Island & Mainland Inlets,KAKWEIKEN RIVER,214859.99139232
"Vancouver Island & Mainland Inlets-KAMANO BAY CREEK",Vancouver Island & Mainland Inlets,KAMANO BAY CREEK,2284.2
"Vancouver Island & Mainland Inlets-KANISH CREEK",Vancouver Island & Mainland Inlets,KANISH CREEK,4023.81195931728
"Vancouver Island & Mainland Inlets-KAOUK RIVER",Vancouver Island & Mainland Inlets,KAOUK RIVER,13169.4676951847
"Vancouver Island & Mainland Inlets-KASHUTL RIVER",Vancouver Island & Mainland Inlets,KASHUTL RIVER,4161.82268518519
"Vancouver Island & Mainland Inlets-KAUWINCH RIVER",Vancouver Island & Mainland Inlets,KAUWINCH RIVER,15593.6758434548
"Vancouver Island & Mainland Inlets-KEITH RIVER",Vancouver Island & Mainland Inlets,KEITH RIVER,1306.52413793103
"Vancouver Island & Mainland Inlets-KELLY CREEK",Vancouver Island & Mainland Inlets,KELLY CREEK,1373.6679245283
"Vancouver Island & Mainland Inlets-KENDRICK CREEK",Vancouver Island & Mainland Inlets,KENDRICK CREEK,908.395256916996
"Vancouver Island & Mainland Inlets-KENNEDY LAKE FEEDER STREAMS",Vancouver Island & Mainland Inlets,KENNEDY LAKE FEEDER STREAMS,860.571428571429
"Vancouver Island & Mainland Inlets-KENNEDY RIVER-LOWER",Vancouver Island & Mainland Inlets,KENNEDY RIVER-LOWER,875.375
"Vancouver Island & Mainland Inlets-KENNEDY RIVER-UPPER",Vancouver Island & Mainland Inlets,KENNEDY RIVER-UPPER,5394.46740187917
"Vancouver Island & Mainland Inlets-KEOGH RIVER",Vancouver Island & Mainland Inlets,KEOGH RIVER,49464.7270184556
"Vancouver Island & Mainland Inlets-KEWQUODIE CREEK",Vancouver Island & Mainland Inlets,KEWQUODIE CREEK,1887.63184641445
"Vancouver Island & Mainland Inlets-KINGCOME RIVER",Vancouver Island & Mainland Inlets,KINGCOME RIVER,61525.983592881
"Vancouver Island & Mainland Inlets-KIRBY CREEK",Vancouver Island & Mainland Inlets,KIRBY CREEK,470.425724637681
"Vancouver Island & Mainland Inlets-KITTY COLEMAN CREEK",Vancouver Island & Mainland Inlets,KITTY COLEMAN CREEK,140.054054054054
"Vancouver Island & Mainland Inlets-KLANAWA RIVER",Vancouver Island & Mainland Inlets,KLANAWA RIVER,1180.53125
"Vancouver Island & Mainland Inlets-KLASKISH RIVER",Vancouver Island & Mainland Inlets,KLASKISH RIVER,2383.71733620277
"Vancouver Island & Mainland Inlets-KLAYINA CREEK",Vancouver Island & Mainland Inlets,KLAYINA CREEK,2285.77105263158
"Vancouver Island & Mainland Inlets-KLEEPTEE CREEK",Vancouver Island & Mainland Inlets,KLEEPTEE CREEK,3041.94518343082
"Vancouver Island & Mainland Inlets-KLINAKLINI RIVER",Vancouver Island & Mainland Inlets,KLINAKLINI RIVER,29708.6267676768
"Vancouver Island & Mainland Inlets-KLITE RIVER",Vancouver Island & Mainland Inlets,KLITE RIVER,11307.7140786749
"Vancouver Island & Mainland Inlets-KLOOTCHLIMMIS CREEK",Vancouver Island & Mainland Inlets,KLOOTCHLIMMIS CREEK,2528.41541353383
"Vancouver Island & Mainland Inlets-KNARSTON CREEK",Vancouver Island & Mainland Inlets,KNARSTON CREEK,47.1818181818182
"Vancouver Island & Mainland Inlets-KNOX BAY CREEK",Vancouver Island & Mainland Inlets,KNOX BAY CREEK,229.821428571429
"Vancouver Island & Mainland Inlets-KOKISH RIVER",Vancouver Island & Mainland Inlets,KOKISH RIVER,5025.24717427416
"Vancouver Island & Mainland Inlets-KOKSILAH RIVER",Vancouver Island & Mainland Inlets,KOKSILAH RIVER,9624.41927990709
"Vancouver Island & Mainland Inlets-KOOTOWIS CREEK",Vancouver Island & Mainland Inlets,KOOTOWIS CREEK,1999.87053140097
"Vancouver Island & Mainland Inlets-KOPRINO RIVER",Vancouver Island & Mainland Inlets,KOPRINO RIVER,7950.11784511784
"Vancouver Island & Mainland Inlets-KWALATE CREEK",Vancouver Island & Mainland Inlets,KWALATE CREEK,2295.82722732113
"Vancouver Island & Mainland Inlets-KWATLEO CREEK",Vancouver Island & Mainland Inlets,KWATLEO CREEK,11032.6179401993
"Vancouver Island & Mainland Inlets-KWOKWESTA CREEK",Vancouver Island & Mainland Inlets,KWOKWESTA CREEK,1240.86363636364
"Vancouver Island & Mainland Inlets-LANG CREEK",Vancouver Island & Mainland Inlets,LANG CREEK,8661.56078431373
"Vancouver Island & Mainland Inlets-LANGDALE CREEK",Vancouver Island & Mainland Inlets,LANGDALE CREEK,46.78125
"Vancouver Island & Mainland Inlets-LANNON CREEK",Vancouver Island & Mainland Inlets,LANNON CREEK,6.3
"Vancouver Island & Mainland Inlets-LASSITER CREEK",Vancouver Island & Mainland Inlets,LASSITER CREEK,45.4166666666667
"Vancouver Island & Mainland Inlets-LEESON CREEK",Vancouver Island & Mainland Inlets,LEESON CREEK,604.248120300752
"Vancouver Island & Mainland Inlets-LEINER RIVER",Vancouver Island & Mainland Inlets,LEINER RIVER,8894.50261206606
"Vancouver Island & Mainland Inlets-LENS CREEK",Vancouver Island & Mainland Inlets,LENS CREEK,731.020833333333
"Vancouver Island & Mainland Inlets-LEWIS CREEK",Vancouver Island & Mainland Inlets,LEWIS CREEK,107.925925925926
"Vancouver Island & Mainland Inlets-LITTLE GEORGE CREEK",Vancouver Island & Mainland Inlets,LITTLE GEORGE CREEK,148.291666666667
"Vancouver Island & Mainland Inlets-LITTLE MAGGIE RIVER",Vancouver Island & Mainland Inlets,LITTLE MAGGIE RIVER,256.450757575758
"Vancouver Island & Mainland Inlets-LITTLE QUALICUM RIVER",Vancouver Island & Mainland Inlets,LITTLE QUALICUM RIVER,65016.0170048892
"Vancouver Island & Mainland Inlets-LITTLE RIVER",Vancouver Island & Mainland Inlets,LITTLE RIVER,457.634615384615
"Vancouver Island & Mainland Inlets-LITTLE TOBA RIVER",Vancouver Island & Mainland Inlets,LITTLE TOBA RIVER,13015.6960245637
"Vancouver Island & Mainland Inlets-LITTLE TOQUART CREEK",Vancouver Island & Mainland Inlets,LITTLE TOQUART CREEK,3989.57030812325
"Vancouver Island & Mainland Inlets-LITTLE ZEBALLOS RIVER",Vancouver Island & Mainland Inlets,LITTLE ZEBALLOS RIVER,6531.42828005328
