"region","species","year","spawners","smoothedSpawners","expansion_factor1","expansion_factor2"
"Vancouver Island & Mainland Inlets","Coho",1987,291679.261083468,299079.854933425,1.39163799177749,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",1988,325323.741133761,285794.720308684,1.51701491056816,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",1989,297326.995570967,294482.931598306,1.10598470183337,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",1990,514646.90346234,347129.285085728,1.5178917772987,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",1991,280458.372388252,343741.500507793,1.09952768879176,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",1992,190704.615409453,300776.104261715,1.18090030530644,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",1993,164264.952721697,259311.01946398,1.12427611939769,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",1994,196195.154360736,203758.484029409,1.15703974668517,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",1995,280503.180051962,203766.621952524,1.11411326178266,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",1996,157937.637953039,194385.629095569,1.15427505193645,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",1997,181052.84730758,199172.450159728,1.12331616892379,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",1998,533372.233856701,255749.502526782,1.04254582035052,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",1999,276815.195239266,254904.69335913,1.07646414593046,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2000,454341.82968958,331972.495299326,1.05215263920414,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2001,678093.79982489,461820.499271137,1.02528914398334,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2002,437903.911860083,439602.660134118,1.05118595785249,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2003,435920.667317727,492452.895293337,1.08141753080751,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2004,488811.121304207,501538.508471264,1.56141226409417,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2005,240993.560784943,387242.665086174,1.55639469376347,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2006,212364.131522966,323153.44167292,1.49250229965806,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2007,266325.69055242,285699.964323368,1.48013920004956,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2008,257105.142643072,243305.881544867,1.6712314451543,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2009,529360.203588014,296202.73887981,1.68177416974311,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2010,358445.008123334,337617.082510026,1.60294814579297,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2011,436591.286717234,382023.354011473,1.60083194786446,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2012,338706.44653114,409277.705402801,1.82051557791391,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2013,615677.39294394,425029.004201309,1.64319675995117,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2014,533495.749147699,469456.843365449,1.68631213720618,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2015,216060.240482187,393750.050066496,1.7976130522997,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2016,262677.201476014,369505.027298215,1.81253801965906,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2017,249120.827540264,294703.001627742,1.75631939322855,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2018,336139.624372929,262561.92394124,1.78036709157657,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2019,174755.911236854,248998.081545859,1.57798234025485,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2020,327970.230585471,263207.955716768,1.45830288241087,3.04625031730283
"Vancouver Island & Mainland Inlets","Coho",2021,446684.407325852,304576.7167428,1.51757510254748,3.04625031730283
"Vancouver Island & Mainland Inlets","Pink",1950,335266.910404066,335266.910404066,6.49139144905274,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1951,NA,335266.910404066,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1952,402509.708818441,402509.708818441,6.49139144905274,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1953,NA,402509.708818441,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1954,437739.644655669,437739.644655669,1.02268796983004,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1955,NA,437739.644655669,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1956,488172.02638336,488172.02638336,1.02268796983004,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1957,NA,488172.02638336,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1958,590777.874585203,590777.874585203,1,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1959,NA,590777.874585203,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1960,192986.709540675,192986.709540675,1,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1961,NA,192986.709540675,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1962,515822.726578005,515822.726578005,1,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1963,NA,515822.726578005,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1964,446667.027978662,446667.027978662,1,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1965,NA,446667.027978662,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1966,859011.528329698,859011.528329698,1,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1967,NA,859011.528329698,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1968,871595.239309008,871595.239309008,1,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1969,NA,871595.239309008,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1970,846252.739632414,846252.739632414,1,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1971,NA,846252.739632414,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1972,565428.080003693,565428.080003693,1,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1973,NA,565428.080003693,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1974,724143.886141433,724143.886141433,1.00528712087567,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1975,NA,724143.886141433,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1976,1538386.02311416,1538386.02311416,1,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1977,NA,1538386.02311416,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1978,1179658.10447782,1179658.10447782,1.00244780157292,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1979,NA,1179658.10447782,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1980,1592697.94535903,1592697.94535903,1.00070486893385,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1981,NA,1592697.94535903,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1982,582777.029787343,582777.029787343,1.0059994656224,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1983,NA,582777.029787343,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1984,429531.669412695,429531.669412695,1.00776090653446,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1985,NA,429531.669412695,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1986,1746314.63837444,1746314.63837444,1.01436565564572,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1987,NA,1746314.63837444,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1988,2433045.82340915,2433045.82340915,1.00776090653446,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1989,NA,2433045.82340915,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1990,4299105.86004231,4299105.86004231,1.00887818682231,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1991,NA,4299105.86004231,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1992,3116182.04054405,3116182.04054405,1,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1993,NA,3116182.04054405,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1994,1762206.41398628,1762206.41398628,1.01435127607699,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1995,NA,1762206.41398628,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1996,3280733.21072394,3280733.21072394,1,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1997,NA,3280733.21072394,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1998,3014430.81625596,3014430.81625596,1.00130933378761,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",1999,NA,3014430.81625596,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2000,7297252.41594424,7297252.41594424,1,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2001,NA,7297252.41594424,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2002,1011149.6883053,1011149.6883053,1,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2003,NA,1011149.6883053,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2004,1993484.82712801,1993484.82712801,1.0149365143613,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2005,NA,1993484.82712801,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2006,695004.067571807,695004.067571807,1.01531762881506,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2007,NA,695004.067571807,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2008,659758.442904851,659758.442904851,1.0149365143613,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2009,NA,659758.442904851,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2010,1526286.11470312,1526286.11470312,1.0149365143613,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2011,NA,1526286.11470312,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2012,3425547.3031029,3425547.3031029,1.01643154374465,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2013,NA,3425547.3031029,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2014,6144364.03348588,6144364.03348588,1.01676789824906,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2015,NA,6144364.03348588,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2016,913720.698655143,913720.698655143,2.5441506268101,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2017,NA,913720.698655143,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2018,698604.286466282,698604.286466282,2.56662891008444,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2019,NA,698604.286466282,Inf,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2020,1400538.06263847,1400538.06263847,1.02029297349723,1.45898098310848
"Vancouver Island & Mainland Inlets","Pink",2021,1123297.70624179,1254281.14602194,1.15727575961436,1.45898098310848
"Vancouver Island & Mainland Inlets","Sockeye",1950,945754.519887583,945754.519887583,44.9961364698551,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1951,2026616.82833053,1384442.85742455,44.9961364698551,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1952,405323.365666107,919285.83891348,44.9961364698551,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1953,705509.377139837,860426.198018632,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1954,551545.336902597,787203.73062487,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1955,540951.976773941,703984.668188821,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1956,506847.842890359,533561.38658941,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1957,910104.153910354,627252.330790647,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1958,527416.016609547,591796.494847312,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1959,560144.935374386,593630.529360736,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1960,506355.405977768,585835.352187017,1.02203635999399,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1961,477722.107842749,578942.08795651,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1962,699017.641142628,549179.770170438,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1963,1020301.52259564,626656.53798413,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1964,685805.967512784,652543.915158441,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1965,221595.798609647,553134.769350961,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1966,849750.826646751,620660.646850263,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1967,668991.11016571,615234.458573726,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1968,346506.167473622,495720.796314977,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1969,649173.599720945,490308.087272693,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1970,395749.678275766,550605.907113226,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1971,641066.436357178,520430.99673797,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1972,448596.37279514,480452.256373349,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1973,673194.824502479,548701.56288369,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1974,984870.216042877,596403.011914229,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1975,375331.637211462,590117.846085546,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1976,318881.758974858,513196.961130586,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1977,149532.124265047,411964.530068571,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1978,129114.083200743,296091.80983341,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1979,209957.515202994,217358.625285549,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1980,192470.063562038,190180.717686367,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1981,441393.798124363,202957.821170318,1.00342159138215,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1982,448896.638104909,252864.674373519,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1983,508284.844917393,332594.352777924,1.0284239212522,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1984,327896.839930883,363610.178853386,1.00342159138215,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1985,311270.427507128,400304.955848404,1.0284239212522,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1986,323072.343517241,376084.710531741,1.00462770559258,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1987,846420.874798648,426946.718936937,1.0284239212522,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1988,1160779.30257866,503619.084651753,1.0284239212522,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1989,236133.705672295,471613.609981658,1.03204313907926,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1990,189485.568317997,427045.337827601,1.00641182811119,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1991,287340.056867034,417150.975192778,1.00309632302864,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1992,1458422.46976625,465106.768265397,1.00309632302864,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1993,405894.092154237,376951.325090027,1.00954804688015,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1994,148931.593645508,343756.599942517,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1995,199279.137009885,347238.750003743,1.02419268033019,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1996,186451.77023372,318465.397683109,1.00309632302864,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1997,490533.84732692,256105.778912755,1.00641182811119,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1998,145343.908662545,208552.883686985,1.00793689988218,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",1999,131765.821909019,203507.016314028,1.01445124349326,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2000,101882.916552917,177953.811349047,1.05244928027853,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2001,207517.307702735,181804.595459521,1.03259100866193,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2002,815455.856186224,201257.072879652,1.14423977018349,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2003,271451.85064372,228039.639751699,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2004,177324.681337281,241993.45982835,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2005,231036.15352498,285048.883407805,1.01861320820512,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2006,307183.422506252,308310.300277887,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2007,176854.734733407,227107.397856515,1.01951619373661,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2008,254744.396696636,224240.290788289,1.00087027227902,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2009,155615.49944097,218459.220912701,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2010,875255.362058544,285142.102411008,1,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2011,977039.625904947,359388.542970273,1.00865502051046,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2012,489852.040233241,440609.517521997,1.03470417706917,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2013,483939.464641875,500946.277735722,1.04908299863117,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2014,727371.98253183,681917.596744872,1.03972348780919,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2015,649738.26553988,642469.670436591,1.04908299863117,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2016,505328.184064633,563099.185409098,1.04908299863117,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2017,214403.799527336,477329.648129912,1.04908299863117,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2018,597251.100447266,497842.070391922,1.05904542099464,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2019,394402.344217666,440482.012114857,1.05904542099464,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2020,161478.846113574,333429.189262847,1.07411364484602,6.0053061953834
"Vancouver Island & Mainland Inlets","Sockeye",2021,729265.752701068,358811.270444147,15.2731602900339,6.0053061953834
"Fraser","Chinook",1950,NA,NA,Inf,1.10400578441148
"Fraser","Chinook",1951,30184.3734957443,30184.3734957443,1.08689225877289,1.10400578441148
"Fraser","Chinook",1952,124286.213784945,61249.5020163977,1.06385846103128,1.10400578441148
"Fraser","Chinook",1953,61533.6490277238,61344.0715957217,1.08553333135159,1.10400578441148
"Fraser","Chinook",1954,56799.4641237795,60174.9181396245,1.41342089017876,1.10400578441148
"Fraser","Chinook",1955,31002.0522440328,52699.9854459826,1.05768067528909,1.10400578441148
"Fraser","Chinook",1956,15407.2063553207,46067.9452383989,1.12773573632246,1.10400578441148
"Fraser","Chinook",1957,32532.8911823456,35235.3656283073,1.08438064900914,1.10400578441148
"Fraser","Chinook",1958,52444.4143235866,34126.8415739987,1.07901759421838,1.10400578441148
"Fraser","Chinook",1959,47890.1266250957,32981.9588688035,1.08514097819156,1.10400578441148
"Fraser","Chinook",1960,21877.7511872603,30760.8897220147,1.08412384605218,1.10400578441148
"Fraser","Chinook",1961,26187.0027149477,34203.5568956603,1.05085889039066,1.10400578441148
"Fraser","Chinook",1962,36047.138818168,34912.4960236082,1.02194750487798,1.10400578441148
"Fraser","Chinook",1963,36261.5036499505,32428.7503301094,1.02194750487798,1.10400578441148
"Fraser","Chinook",1964,40993.8892329604,31435.8234247155,1.03503697536924,1.10400578441148
"Fraser","Chinook",1965,35466.3034233628,34624.8172565709,1.06286539356181,1.10400578441148
"Fraser","Chinook",1966,31340.2269529244,35891.4297293816,1.05237212215306,1.10400578441148
"Fraser","Chinook",1967,30924.9043878435,34807.9360220238,1.02692898744518,1.10400578441148
"Fraser","Chinook",1968,33658.6949436594,34293.2436297034,1.02617935300127,1.10400578441148
"Fraser","Chinook",1969,44330.1629230096,34834.1009153022,1.02590502544281,1.10400578441148
"Fraser","Chinook",1970,48669.1525843666,37110.1045183035,1.01999413146432,1.10400578441148
"Fraser","Chinook",1971,38844.0098232082,38737.9434778351,1.01422868054161,1.10400578441148
"Fraser","Chinook",1972,38625.444485948,40499.492962926,1.01132048981041,1.10400578441148
"Fraser","Chinook",1973,70577.3090802191,46963.7914294522,1.01280714575359,1.10400578441148
"Fraser","Chinook",1974,62808.9350715421,50353.257450124,1.0110692076965,1.10400578441148
"Fraser","Chinook",1975,58399.7913769518,52222.6701283647,1.00912027078986,1.10400578441148
"Fraser","Chinook",1976,35770.1410166542,51368.6784400063,1.00929288797386,1.10400578441148
"Fraser","Chinook",1977,67762.3811520775,57480.6176949856,1.00887008072518,1.10400578441148
"Fraser","Chinook",1978,56224.1327987051,54925.3661088543,1.00904261231891,1.10400578441148
"Fraser","Chinook",1979,47954.590320398,52039.6912753963,1.00887008072518,1.10400578441148
"Fraser","Chinook",1980,46643.593959744,49752.0354821311,1.01193769835433,1.10400578441148
"Fraser","Chinook",1981,55090.9384054524,54240.3842000893,1.00337705080309,1.10400578441148
"Fraser","Chinook",1982,60118.2396186798,52957.3538582801,1.00933517220377,1.10400578441148
"Fraser","Chinook",1983,45187.5748923413,50692.712476725,1.00933517220377,1.10400578441148
"Fraser","Chinook",1984,184483.139424174,66369.8489527889,1.00337705080309,1.10400578441148
"Fraser","Chinook",1985,263024.808049871,93801.929202991,1.00337705080309,1.10400578441148
"Fraser","Chinook",1986,271679.234032097,129064.56598625,1.00158722541053,1.10400578441148
"Fraser","Chinook",1987,167928.053777431,158500.422871612,1.00337705080309,1.10400578441148
"Fraser","Chinook",1988,121687.983909302,193230.713511864,1.00522608628301,1.10400578441148
"Fraser","Chinook",1989,141072.594812353,183135.843175885,1.00362452351349,1.10400578441148
"Fraser","Chinook",1990,269680.07433061,184053.373373394,1.00337705080309,1.10400578441148
"Fraser","Chinook",1991,160281.365505804,165618.5963632,1.00337705080309,1.10400578441148
"Fraser","Chinook",1992,218937.235539478,174641.87068722,1.0043690993438,1.10400578441148
"Fraser","Chinook",1993,199061.572540521,192706.481343864,1.03946346304654,1.10400578441148
"Fraser","Chinook",1994,188885.427283362,204290.175396471,1.00419056625935,1.10400578441148
"Fraser","Chinook",1995,115483.330390252,172417.58962963,1.00362594612325,1.10400578441148
"Fraser","Chinook",1996,163048.288872238,173008.80714058,1.00320545080394,1.10400578441148
"Fraser","Chinook",1997,206219.303626478,170950.41087626,1.00533836809024,1.10400578441148
"Fraser","Chinook",1998,340534.731583338,190328.991057088,1.00796940237101,1.10400578441148
"Fraser","Chinook",1999,182564.555145923,189037.753456338,1.00342581929165,1.10400578441148
"Fraser","Chinook",2000,161729.119375791,202209.861553943,1,1.10400578441148
"Fraser","Chinook",2001,230454.285217921,216698.56748828,1.0034936079913,1.10400578441148
"Fraser","Chinook",2002,235719.999190501,222571.454218194,1.00284335636232,1.10400578441148
"Fraser","Chinook",2003,435070.851539719,233748.686095282,1.00256146110346,1.10400578441148
"Fraser","Chinook",2004,279334.057925625,254501.686038147,1.00007768533891,1.10400578441148
"Fraser","Chinook",2005,228170.361691704,272637.044784437,1.0031353323213,1.10400578441148
"Fraser","Chinook",2006,245111.566500502,276020.074728975,1.00315007112861,1.10400578441148
"Fraser","Chinook",2007,171084.856914412,258883.098024263,1.0031353323213,1.10400578441148
"Fraser","Chinook",2008,167536.531975398,213901.388540359,1.0031353323213,1.10400578441148
"Fraser","Chinook",2009,190742.909640684,198188.525394916,1.0044793952861,1.10400578441148
"Fraser","Chinook",2010,249949.111737408,201835.232709588,1.00133566867581,1.10400578441148
"Fraser","Chinook",2011,286957.438062195,208299.254625519,1.00862570872521,1.10400578441148
"Fraser","Chinook",2012,128450.721849327,196694.724302407,1.00856158800699,1.10400578441148
"Fraser","Chinook",2013,177499.652590687,198980.4042101,1.00856158800699,1.10400578441148
"Fraser","Chinook",2014,166930.641487596,193743.81206773,1.0044941736161,1.10400578441148
"Fraser","Chinook",2015,325884.838207552,204300.934010952,1.00142824994044,1.10400578441148
"Fraser","Chinook",2016,171311.081223157,184273.950350253,1.00427974573002,1.10400578441148
"Fraser","Chinook",2017,130685.051585952,184910.604752205,1.00418663650212,1.10400578441148
"Fraser","Chinook",2018,96278.4952022216,163616.906137791,1.00612994171207,1.10400578441148
"Fraser","Chinook",2019,218113.700813963,172606.661681802,1.00460552647938,1.10400578441148
"Fraser","Chinook",2020,214385.47316458,158739.055841945,1.00522167270361,1.10400578441148
"Fraser","Chinook",2021,237601.696703722,169471.474914431,1.00619375360258,1.10400578441148
"Fraser","Chum",1950,NA,NA,Inf,1.33376444644409
"Fraser","Chum",1951,NA,NA,Inf,1.33376444644409
"Fraser","Chum",1952,NA,NA,Inf,1.33376444644409
"Fraser","Chum",1953,108973.601655951,108973.601655951,1.0037319848003,1.33376444644409
"Fraser","Chum",1954,52562.3908637487,75682.9772410583,1.00405225041887,1.33376444644409
"Fraser","Chum",1955,56312.0646068951,68580.2855259934,1.00405225041887,1.33376444644409
"Fraser","Chum",1956,23344.7493391271,52383.7723612311,1.00736130683284,1.33376444644409
"Fraser","Chum",1957,66870.1646525153,46363.3215881886,1.0037319848003,1.33376444644409
"Fraser","Chum",1958,52277.8764700845,46300.4539533106,1.0037319848003,1.33376444644409
"Fraser","Chum",1959,94816.4046349229,52741.8983347757,1.0037319848003,1.33376444644409
"Fraser","Chum",1960,80319.3507473899,71831.2626940512,1.00405225041887,1.33376444644409
"Fraser","Chum",1961,46602.9489833576,65630.9593399562,1.0037319848003,1.33376444644409
"Fraser","Chum",1962,79659.1673136861,72918.5809730316,1.0037319848003,1.33376444644409
"Fraser","Chum",1963,129072.135828688,78763.5825740715,1.0037319848003,1.33376444644409
"Fraser","Chum",1964,179803.765248249,96342.9876844777,1.0037319848003,1.33376444644409
"Fraser","Chum",1965,105737.862157149,118242.714592548,1.0037319848003,1.33376444644409
"Fraser","Chum",1966,349753.050376234,171161.399463838,1.0037319848003,1.33376444644409
"Fraser","Chum",1967,144021.868134486,175915.786591343,1.0037319848003,1.33376444644409
"Fraser","Chum",1968,566028.164886314,234322.843844432,1.0037319848003,1.33376444644409
"Fraser","Chum",1969,257658.30829864,292764.245139542,1.0037319848003,1.33376444644409
"Fraser","Chum",1970,260619.605680249,272006.591902779,1.0037319848003,1.33376444644409
"Fraser","Chum",1971,232840.708452227,306716.434518149,1.0037319848003,1.33376444644409
"Fraser","Chum",1972,297970.508459131,261258.757512083,1.0037319848003,1.33376444644409
"Fraser","Chum",1973,135781.910908536,222597.508198579,1.0037319848003,1.33376444644409
"Fraser","Chum",1974,253189.587385525,220993.748185383,1.0037319848003,1.33376444644409
"Fraser","Chum",1975,61682.5392665594,158546.193944467,1.0037319848003,1.33376444644409
"Fraser","Chum",1976,189626.35786769,141607.800176667,1.00405225041887,1.33376444644409
"Fraser","Chum",1977,426871.31108443,188560.59465812,1,1.33376444644409
"Fraser","Chum",1978,271607.791873874,191900.026667605,1,1.33376444644409
"Fraser","Chum",1979,200738.218012067,257746.033308336,1,1.33376444644409
